id,date,tweet,hashtags,language,label
1.44e+18,9/20/2021 23:02,"Fadli Zon: Pelaku Penyerangan Ustaz Dilabeli Gila, Jika ke Agama Lain Dicap Teroris  https://t.co/DbIwLNvnfv  https://t.co/mNOJXcXvL7",[],in,agama
1.44e+18,9/20/2021 23:02,"@MUIPusat apakah keimanan sbg pembenaran melakukan tindakan biadab atas nama agama? Kalau argumennya seperti itu, apakah akan membenarkan tindakan biadab teroris juga?    https://t.co/uGZfCzkLe2",[],in,agama
1.44e+18,9/20/2021 23:01,"Betoi, mau tgk gaya cari sajat mcm dia amik duit rakyat juta2. Tp 1 lagi ampa x malu ka sajat claim kata nyawa dia terancam sbb keluar agama??",[],in,umum
1.44e+18,9/20/2021 23:01,"@FerdinandHaean3 Dengan alasan agama, pelaku pemukulan dianggap pahlawan! Kok ada agama ajarkan kekerasan, yg lain mengajarkan kasih dan cinta damai.",[],in,agama
1.44e+18,9/20/2021 23:01,"#DPR_KerjaUntukSiapa  Yah! Itulah Keadilan Yang Diperkuda Jabatan. Terkadang Pihak Berwenang Yang Muslim, Bagaimana Kadar Islamnya Yah?  Fadli Zon: Pelaku Penyerangan Ustadz Dilabeli Gila, Jika Ke Agama Lain Dicap Teroris  https://t.co/HVar16S9J1 Lewat @suaraislam_id",['dpr_kerjauntuksiapa'],in,agama
1.44e+18,9/20/2021 23:01,@OposisiCerdas Dulu para sahabat rela mati kalau rasulullah dan agama Islam dilecehkan,[],in,agama
1.44e+18,9/20/2021 23:01,@NoReligionIndo @agama_nusantara Religionofpeace berkuasa para pengikutnya membabi buta membelanya,[],in,umum
1.44e+18,9/20/2021 23:01,"@cobeh2021 Yang penting dapat Komisaris, kalau soal agama bagi Aqil mungkin jualan bukan keyakinan imannya",[],in,umum
1.44e+18,9/20/2021 23:01,"@johnferry9 @Dennysiregar7 Kadilan di Indonesia bagi kaum minoritas,, selalu terkoyak2 oleh orang2  mabuk Agama.",[],in,hukum
1.44e+18,9/20/2021 23:01,@realFFK It's a total failure F9 if this is what you can control in your lga,[],en,umum
1.44e+18,9/20/2021 23:00,@tvOneNews Loe korupsi jg bela agama dong,[],in,umum
1.44e+18,9/20/2021 23:00,"@mns_biasa99 @By_Maharr @TofaTofa_id Mungkin ga Tuhan bicara langsung ke dudung? Klo ga mungkin berarti dudung ngomong mengatasnamakan Tuhan, dan ini salah. Makanya dikoreksi oleh Menag, semua agama itu benar menurut pengikutnya masing"".",[],in,agama
1.44e+18,9/20/2021 23:00,"Dulu saya rasa gak ada orang gila menyerang tokoh agama kaya ustadz, Kyai, ulama.  Lah kok hari ini makin banyak aja orang gila ngamuk milih sasaran para ustadz.",[],in,agama
1.44e+18,9/20/2021 23:00,"@BhaktiRah @Dennysiregar7 @MajelisUlamaID Sy percaya di setiap ajaran agama apapun itu tdk mengajarkan yg buruk, jika ada yg mengajarkan keburukan sy yakin org tsbt tdk beragama",[],in,agama
1.44e+18,9/20/2021 23:00,Konflik Politik Atau Agama? | Sejarah Irak-Iran Part 2  https://t.co/fnHjNC1src,[],in,umum
1.44e+18,9/20/2021 22:59,"Permainan KATA,Hanya Untuk... Permainan Kata... tujuannya TIADA lain, Mengaburkan.. PERAN AGAMA..Lebih Jauh ARAH nya. TIDAK MAU...  Mengakui Ada NYA..  Prima Kausa..( SEBAB yg Pertama) Yaitu.. TUHAN.( Allah SWT)  Itulah OTAK SESAT SAS.  Al Al-Quran... SUDAH final FIRMAN Allah.",[],in,agama
1.44e+18,9/20/2021 22:59,"@AinulNunanaa Tentang jodoh.  Redha untuk melepaskan. Jika terbaik utk aku agama ku. Tupp. Sebelum putus ada jumpa and lat dua hari dia post ig dengan org lain. Saya chat, cakap elok2 why and sorry apa semua,  its okay thats the end.",[],in,umum
1.44e+18,9/20/2021 22:59,"@Intip_Momen @EkoPuryanto18 @Dee06644722 @Dennysiregar7 @MajelisUlamaID Suap bukan pelecehan terhadap agama ya,jadi kebanggaan donk..",[],in,hukum
1.44e+18,9/20/2021 22:58,@BukitKelam @Dennysiregar7 @MajelisUlamaID Karena tdk 1 agama pun yg mengajari saling mendukung untuk membenci ðŸ™ðŸ™ðŸ™gbu,[],in,agama
1.44e+18,9/20/2021 22:58,Oleh karena itu semangat tajdid (pembaharuan) dalam setiap bidang adalah dorongan agama. Dalam hadis dikatakan bahwa setiap satu abad akan ada seorang pembaharu yang kompeten dalam setiap bidangnya masing-masing.,[],in,agama
1.44e+18,9/20/2021 22:58,Inilah tingkatan menuntut ilmu Agama..  https://t.co/KoNCNs4gCk,[],in,agama
1.44e+18,9/20/2021 22:58,"@AhmadHadiYasin2 @msaid_didu Penyampaian yang mbulet seperti ini lah yang sering kali menyesatkan orang awam,  bukan kah Agama Islam memberikan kemudahan ?  Sangat sedikit umat Islam yang memahami bahkan mau mempelajari Ilmu filsafat, itulah yang harus di",[],in,agama
1.44e+18,9/20/2021 22:57,"@otabibar1 @YaqutCQoumas @Kemenag_RI Ini maksudnya yg mana? Ada seseorang yg melakukan kekerasan atas nama agama kepada seorang penista agama. Mau gus men menyikapi yg mana, pelaku kekerasan yg didukung MUI atau si penista yg km anggap ulama (padahal buka",[],in,agama
1.44e+18,9/20/2021 22:57,cinta kita mengapa beda agama~,[],in,umum
1.44e+18,9/20/2021 22:56,"Benarkah agama memperbaiki akhlak? Tolong jangan sebut kata ""oknum"".",[],in,politik
1.44e+18,9/20/2021 22:56,@AREAJULID Kalo gini pasti bawa2 agamaðŸ˜¶,[],in,umum
1.44e+18,9/20/2021 22:56,"@Hayuningrat7 Agama (Islam), Alquran,Alloh tak perlu dibela Dul..  Napoleon, emang kamu tu apa, siapa..?   Tatkala orang bicara keimanan, sok religi, sok Islami tp tindakan dan perbuatannya jauh dr nilai2 agama itu sendiri, itulah sebenarnya MUNAFIK yg se",[],in,agama
1.44e+18,9/20/2021 22:56,"@mulanbilqis Overacting lah...bela agama,bela agama tuh hidup berteladan,hindari perbuatan korup,kekerasan...",[],in,agama
1.44e+18,9/20/2021 22:55,Salah satu calon merupakan merupakan hakim perkara penistaan agama yang Ahok.  https://t.co/9UTQvUwraO,[],in,hukum
1.44e+18,9/20/2021 22:54,"semua agama kok sama, agama nggak bisa disamakan. semua agama beda, cuman harus saling menghormati.",[],in,agama
1.44e+18,9/20/2021 22:54,"@ManiseWidiarti @syeifm @WongIndonesia12 Anak"" kita mending Mondok Hidup di Pesantren ...biar Ngerti Agama dan Takut Sama ALLAH ..ðŸ¤²  Biar tidak gila Jabatan yg membuat Menghalalkan Segala Cara !   #TumpasPKIGayaBaru #TumpasPKIGayaBaru","['tumpaspkigayabaru', 'tumpaspkigayabaru']",in,agama
1.44e+18,9/20/2021 22:54,"@Inyongakunke3 @Dennysiregar7 @MajelisUlamaID Ane setuju terhadap MUI. Klo pribadi yang di hina okelah, tapi klo agama jangan harap aman.",[],in,agama
1.44e+18,9/20/2021 22:53,"@BStolenbergs Sekarang budayanya sudah berubah. Siapa yg menista agama Islam, digebukin di penjara.",[],in,agama
1.44e+18,9/20/2021 22:53,Bapak ini siapa nih Golong darah A  Agama hndu  https://t.co/oQmO4Zkzhd,[],in,umum
1.44e+18,9/20/2021 22:52,@cobeh2021 Kalau tidak percaya mendingan keluar saja dari agama Islam. Jangan bikin gaduh dan penyesatan terhadap umat Islam.,[],in,agama
1.44e+18,9/20/2021 22:52,@_ekokuntadhi somad pelacurr agama,[],en,umum
1.44e+18,9/20/2021 22:52,"@TedHilbert Ya, orang2 indonesia seneng dibohongi. Udah 2 periode,  mau nambah 3 periode.  Skr bahkan tokoh2 agama pun bnyk yang mdukung bahkan ikut2an melaksanakan vaksinasi di tmpt mereka. ðŸ¤ªðŸ™ˆ",[],in,politik
1.44e+18,9/20/2021 22:52,"@AyaniMel Lucu klw ada yg membenarkan kekerasan,penganiayaan,pembunuhan dengnn dalil agama...",[],in,agama
1.44e+18,9/20/2021 22:52,"Jika karena alasan agama engkau merendahkan manusia, maka ada yg salah dalam hal anda memahami apa yang diajarkan oleh agama anda.",[],in,agama
1.44e+18,9/20/2021 22:51,@RASKXXX pacaran beda agama kenapa susah banget deh pdhl udh dibantu dua tuhan.ðŸ˜“,[],in,umum
1.44e+18,9/20/2021 22:51,Sepertinya negara menganiaya tersangka penoda agama.. Pelakunya aparat negara. Di rumah tahanan negara...,[],in,hukum
1.44e+18,9/20/2021 22:50,"@EkoPuryanto18 @Dennysiregar7 @MajelisUlamaID Agama di lecehkan jelas dan wajar marah bos,tapi apa yang di lakukan si napoleon jelas salah,karena bertentangan dengan norma2 agama itu sendiri.secara tidak langsung si napoleon pun sudah melecehkan agama den",[],in,agama
1.44e+18,9/20/2021 22:50,@__AnakKolong Bela agama pakai taik !!,[],in,umum
1.44e+18,9/20/2021 22:50,"@G4l_k3nku5 DUNIAâ€¼ï¸ DUNIAâ€¼ï¸ DUNIAâ€¼ï¸ sbb mreka para pecinta duniawi Maka, agama ukhrowi bagi mreka adalah PENGHALANG nafsunya.",[],in,agama
1.44e+18,9/20/2021 22:50,"@mns_biasa99 @By_Maharr @TofaTofa_id Dudung bilang klo menurut Tuhan semua agama benar, itu keterangannya dimana? Di Quran ga ada, apakah di Injil, Taurat ada keterangan seperti itu? Kyknya ga ada. Klo ga ada apakah Tuhan bilang ke dudung hal itu?",[],in,agama
1.44e+18,9/20/2021 22:49,@Lux_Boy77 Knpa skrang bela agama..di mana bela agama saat melakukan suap..? Keliatan bnget belindung d balik agama...jgn salahkan setan ya..setan tugasnya hnya mnggoda..,[],in,agama
1.44e+18,9/20/2021 22:49,"@TofaTofa_id Mau tanya, apakah agama islam mengajarkan untuk boleh menganiaya orang?",[],in,agama
1.44e+18,9/20/2021 22:48,@EkoPuryanto18 @Dennysiregar7 @MajelisUlamaID Ngaku punya agama tapi ngelike gambar porno,[],in,umum
1.44e+18,9/20/2021 22:48,"@Dennysiregar7 Dlam hal ini aq bangga dgn beliau terlepas dri korupsinya. Fanatik agaman memang harus. Biar Alloh SWT yg memvonis perbuatan dia, benar atau tidaknya. Sangat naif bagi org yg g paham agama mengatakan â€œNabi Pasti Maluâ€",[],in,agama
1.44e+18,9/20/2021 22:48,@medcom_id Waktu baca gw pengen cepet'' beres Ga ngerti sama cara berfikirnya. Apa kabar dia yang menerima suap dia tidak merasa menghina agama?,[],in,hukum
1.44e+18,9/20/2021 22:48,"@OposisiCerdas Heh ada kacung taipan bicara, klu bpk kau dihina kau marah gak? Kok Penista agama lu bela, bendera Tauhid kalian bakar, pengajian kalian bubarkan, FPI kalian musuhi, China kalian puja2, murtadin lompat pagar lu bela jg ?  Kurang bengkok apl",[],in,agama
1.44e+18,9/20/2021 22:47,"@RD_4WR1212 Ya sdah kan berarti omongan kece terbukti san keimanan nya makin kuat, bahwa dia absolut tidak salah meninggalkan agama lamanya...kerna emang klo gak salah sdah ternubuat di agama baru nya ttg siksaan ...",[],in,agama
1.44e+18,9/20/2021 22:47,"@Mei2Namaku Ini orang2 yg males kerja, cari duit pake jalan pintas....menekuni agama cuma untuk uang jadi yang didapat bukan hidayah....kasian ðŸ˜©ðŸ˜©",[],in,agama
1.44e+18,9/20/2021 22:46,@Iliboy14 @masilofit @VIVAcoid Mau uang apa kek.. Ttp diam maling.. Emang agama mu mengajarkan nerima suap????? Dngan nerima suap aja dia udah menghianati agamanya... Dia kan disumpah atas nama awloh mu... Kwkwkwkw,[],in,agama
1.44e+18,9/20/2021 22:46,@cobeh2021 Agama itu utk orang yg berakal ðŸ’ªðŸ‘ðŸ’ªðŸ™,[],in,umum
1.44e+18,9/20/2021 22:45,"@convomf ga sih, justru keluarga bapak : pinter dibidang agama kalo ngumpul pertanyaan ya ' kamu udah afalan sampe juz berapa'  sedangkan keluarga nyokap: seru, berduitðŸ‘ kalo pendidikan ya masih sewajarnya sih",[],in,umum
1.44e+18,9/20/2021 22:45,@abu_waras Tetap aja takut turun atau di pecat  Pdhl hrs berani demi agama dan bangsa,[],in,umum
1.44e+18,9/20/2021 22:45,"@taheyungii @barnadi @ZiyadThoriq1 @bataminsight Kejadian spt ini berulang,sll pelakunya org gila,anehnya korbannya adalah para dai,jd kalau tdk ada penyelidikan komprehensive,org akan menduga sdh disetting/diarahakan makanya timbul asumsi minor menindas ",[],in,hukum
1.44e+18,9/20/2021 22:44,@DNsyah3 @DavidWijaya82 @tengok_kaki Dan si irjen melakukannya atas dasar agama. Gigi ganti gigi dan mata ganti mata. Hahahaha... ngak bedanya dengan dunia ini. Hahaha...,[],in,umum
1.44e+18,9/20/2021 22:44,"@AinulNunanaa So, sekarang saya dah tahun 2 bidang agama di salah satu Uni tempatan. Alhamdulillah.",[],in,umum
1.44e+18,9/20/2021 22:43,"@hnurwahid Setiap pelaku penyerangan ustadz dan tokoh agama, tangkap dan eksekusi selesai.. Tdk ada lagi kata ODGJ",[],in,agama
1.44e+18,9/20/2021 22:42,"Ngedeketin yg beda agama, jadian, terus putus karena beda agama.  Semesta: "" Kan """,[],in,umum
1.44e+18,9/20/2021 22:42,@VIVAcoid Dengan dia maling aja sudah menghianati islam... Pake Sok2an membela agama.. Kwkwkwk,[],in,agama
1.44e+18,9/20/2021 22:42,"Kecam Penyerangan Tokoh Agama di Tangerang dan Makassar, Legislator Desak Polri Tangkap Pelaku  https://t.co/eUAVYOaE7d  https://t.co/C6Cr9vPtWA",[],in,hukum
1.44e+18,9/20/2021 22:42,"yesterday progresså½¡ hari ini pts geo, agama sama bing wajibðŸ¥² rest well semua, semoga lancar buat yg lagi pts juga!!ðŸ’Œ wish me luckðŸ˜­  https://t.co/HrL7jm65PR",[],in,umum
1.44e+18,9/20/2021 22:41,@duwetz @Dennysiregar7 Yg punya tiket surga itu para ustadz pendukung Rezim dungu krn bodoh dlm perkara agama... Yg menjanjikan tiket sorga klo jd anggota Ormas banserep..... Hahahaha tolol banget. Allah itu bukannya boneka kyk JKW aja yg bisa disetir.,[],in,politik
1.44e+18,9/20/2021 22:41,"@Candraasmara85 Tuhan ny ttup mata saat mnerima suap dn mnganggaki tugas remi Negara,tp soal agama? tuhan ny mndukung pnuh,tkut di tinggal pnganut ny.",[],in,agama
1.44e+18,9/20/2021 22:40,"SRIMULATAN ðŸ‘¥:""Pak Ustaz, kenapa y tidak adanya jaminan kesejahteraan, mslh perburuhan, praktik ijon, dll tdk disebut sbg ""penistaan agama"" supaya bisa raih atensi umat sprt klu ada isu anti komunis, individu yg diduga ""menghina,"" dll?   ðŸ‘³:""....................""",[],in,agama
1.44e+18,9/20/2021 22:40,"@AinulNunanaa Dulu dapat sbp tapi takde arab, (bukan aliran agama) so keliru nak masuk sbp (kalau masuk nak amik bidang yg ada kaitan dgn biologi) atau stay sekolah lama.  Pastu istikharah, dapat mimpi time tu suasana mcm tak aman, mcm tgh perang then dlm",[],in,agama
1.44e+18,9/20/2021 22:40,@TofaTofa_id Oiii dikota suci manapun pelacur pasti ada.. Ada pelcur menjajakan dirinya.. Ada pelacur agama...,[],in,umum
1.44e+18,9/20/2021 22:40,"Ngak percaya agama, malah percaya zodiak ðŸ¤§",[],in,umum
1.44e+18,9/20/2021 22:40,"@HukumDan Bodo amat ada motif dan tujuan apa di baliknya,, yg penting si kece ada yg bikin bonyok,, anda @HukumDan dan yg semisal anda hanya melihat satu sisi yaitu politik dan intrik, padahal WALA dalam agama adalah urusan pokok, hal yg mendasar, kebanya",[],in,agama
1.44e+18,9/20/2021 22:39,"@EkoPuryanto18 @Dennysiregar7 @MajelisUlamaID Cinta itu kepada Allah sang Pencipta , bukan kepada agamanya , agama cukup dijalankan gak usah berlebihan mencintainya , jadinya keblinger.",[],in,agama
1.44e+18,9/20/2021 22:39,@Miduk17 melakukan tindakan korupsi apakah tidak termasuk menghina agama ?,[],in,agama
1.44e+18,9/20/2021 22:39,"@filosofiksi Dari zaman alif aturannya adalah (1) agama non kafir tidak pernah salah. (2) Jika fakta terjadi kesalahan maka itu murni kesalahan (tafsir) penganut, atau oknum. (3) Begitu seterusnya kembali ke (1) kecuali lebaran kuda dirayakan.",[],in,agama
1.44e+18,9/20/2021 22:38,@_ekokuntadhi Gw bukan pronya UAS. Tapi gw klo pas pelajaran agama dengan. Yg mengharamkan musik memang ada dalilnya bro. Dan ygvmembolehkan musik juga ada dalilnya. Asal masuknya bukan bahasa ktor. Yg dinyanyikan uas itu lagu religi bro.,[],in,agama
1.44e+18,9/20/2021 22:37,"@Boediantar4 @OposisiCerdas kan bukan agama nu,coba pengurusnya kesenggol,ngamuk mereka",[],in,umum
1.44e+18,9/20/2021 22:36,"@__AnakKolong @MUIPusat OH YAA...â‰ï¸â€¼â€¼Orang model kayak taek gini kok bisa2nya jd anggota MUI ya..  Lha trus kalo ada yg katanya ustadz menghina agama lain selama ini, kemana BACOT LU...â‰ï¸",[],in,agama
1.44e+18,9/20/2021 22:36,@OposisiCerdas Padahal sunnahnya boleh bagi penista agama. Apalagi sulit mengharapkn rezim menghukum org2 yg menghina agama klo gak ditekan/diprotes dulu oleh rakyat.,[],in,agama
1.44e+18,9/20/2021 22:36,"@moviemenfes Walaupun ini dia berdasar agama lain, tapi beberapa ada yg sama kyk ajaran islam. Trus abis nonton ini auto pengen tobat sama berbuat baik dah",[],in,agama
1.44e+18,9/20/2021 22:36,@SecangkirTeh11 @OposisiCerdas Pa Jendral Good Job..jempol 3 buat Pa Jendral Lanjutkan..  Pengkritik dengan Penista Agama BEDA..Paham..!!,[],in,umum
1.44e+18,9/20/2021 22:36,"@conan_idn @maspiyuaja Segala koruptor, penjahat tukang cuci maki, pemain bokep, penjudi, peminum, pembunuh semua lo anggap ustads, bikin aja agama baru lo agama taek, lo ciptakan tuhan lo sendiri",[],in,umum
1.44e+18,9/20/2021 22:36,"Wantim MUI: ""Umat Islam untuk meningkatkan kewaspadaan tentang kemungkinan terulang kembali tragedi pembantaian terhadap ribuan umat Islam oleh Komunis. Kedekatan mereka dengan pusat kekuasaan, dieksploitasi untuk memuluskanÂ â€˜hidden agendaâ€™Â anti agama.""  https://t.co/txzllycnTD",[],in,agama
1.44e+18,9/20/2021 22:35,"@arx_ist @pergilagiya @harlaners Cb klo yg diserang ceramah agama lain, mungkin disebut teroris",[],in,agama
1.44e+18,9/20/2021 22:35,"@Dennysiregar7 BerAgama itu harus sampai mabok, harus Radikal dalam belajar memahami agama...Lihat Ajaran agamanya jgn lihat oknumnya ðŸ™  yg ga humanis itu para pembenci agama.",[],in,agama
1.44e+18,9/20/2021 22:35,"@Awanzamrud @FerdinandHaean3 Koruptor mencari simpati dan kehormatan lwt pembelaan agama krn sebagian masyarakatnya mabok agama. Mrk kira tuhan tdk mampu bla agamanya, tuhannya dianggap lemah. Sungguh mengkerdilkan kuasa tuhannya.",[],in,agama
1.44e+18,9/20/2021 22:34,@Dennysiregar7 @MajelisUlamaID Den.......Jangan main2 dg agama... Mungkin pihak MU Bela Agama.,[],in,agama
1.44e+18,9/20/2021 22:34,"@TofaTofa_id Pendidikan aja aspal, agama ikutan palsu. Pantesan suka ngerusak.",[],in,umum
1.44e+18,9/20/2021 22:33,"Giliran abu janda cs,banyak yg tunggu dipenjara  Makanya,jangan menista agama",[],in,umum
1.44e+18,9/20/2021 22:33,@OposisiCerdas NU cabang *** ya gini orang orang yg hina agana mereka bela tapi membela kebenaran agama mereka nyinyirin....Tak ada ghirah walaupun mereka ahli agama katanya,[],in,agama
1.44e+18,9/20/2021 22:32,"Buntut Penganiayaan Penista Agama, Propam Polri Periksa Petugas Rutan  https://t.co/eeMVy0fFGq",[],in,hukum
1.44e+18,9/20/2021 22:32,Inda salah bergantung pada agama. Dah islam kata Doa Usaha Tawakkal. Kitani berdoa. usaha by taking vaccines and the rest tani berserah. Some people in these 2nd wave pandemic cam.... ðŸ¥š,[],in,agama
1.44e+18,9/20/2021 22:32,"@Dennysiregar7 @MajelisUlamaID Berarti desi dukung penista agama dong, hahahaha",[],in,umum
1.44e+18,9/20/2021 22:32,"@DalamIstana agama mana yg mengajarkan menjadi penghianat negara dengan melindungi penjahat, apalagi terhadap orang yg disumpah utk melindungi negara",[],in,agama
1.44e+18,9/20/2021 22:31,"@alin_raihani @FerdinandHaean3 Agama tertentu merasa agamanya dihina MKC dan umumnya komen yg dihasilkan adalah bergembira ats penganiayaan yg dlakukn NB. Beda lg dgn minoritas yg jika agamanya dhina, sdih iya tp mendoakan agar sipelaku dijamah Tuhan. Dr ",[],in,agama
1.44e+18,9/20/2021 22:31,@Dennysiregar7 @MajelisUlamaID Waktu terima sogokan kok kagak bawa agama?,[],in,umum
1.44e+18,9/20/2021 22:30,"Ga ada salahnya juga sih. Emang kan dalam agama juga tugas istri layanin suami? Tapi ya kalo suaminya udah mapan, udah bisa mencukupi kebutuhan rumah tangga tanpa bantuan ya ga masalah ga kerja. Kecuali kalo pendapatan pas pasan, ya istri juga mikir ngapain dirumah doang.",[],in,agama
1.44e+18,9/20/2021 22:30,ada temen ku lulusan ugm. cantik banget. sukses? iya. pinter? iya. dia baik. secara agama juga oke. 24 tahun dan gak pernah pacaran. kalau ditanya kenapa ya karena ingin jomblo aja. pengen sama yang terbajk terus nikah. orang sebaik itu masak dikasi redflag. aneh bgt :(,[],in,umum
1.44e+18,9/20/2021 22:30,Mitosna Kanjut bapalang Ditilang Dikejar kemanapun Bakan kiriditan kuntilanakna diangkut Ku abah emak pulwan Bihen de sinya Ktp agama Bakan Selain yg betetel guru ustat doseng ulama Atau apalah namanya Mistikna Ngagidigna lewat solokan Bakan Kiriditan kuntilanakna digandong,[],in,umum
1.44e+18,9/20/2021 22:30,@jevanadi Kakek dari ibu pengen di ajari ilmu agama lebih mandalam,[],in,umum
1.44e+18,9/20/2021 22:29,"@zieko_34 @cobeh2021 Nah, agan inget sejarah kan. Tidak semua ilmu dishare ke masyarakat , ada kasta serapan ilmu, kalau semua dianggap.sama pemgetahuanya ,  berbahaya. Maka sangat perlu belajar agama. Yg dijelaskan oleh Kh. SaId itu terkait kalamulloh. T",[],in,agama
1.44e+18,9/20/2021 22:29,"@KompasTV Napoleon lupa bahwa Ia juga telah menghina Agama dan Nabi Besar serta Allah Swt...tapi tdk di sadari....dengsn Ia telah menerima SUAP ( Tindakan Korupsi ) dari JokCan , Ybs melanggar sumpah Jabatan.. Coba mikir...mikir.  Jangan sok merasa membel",[],in,agama
1.44e+18,9/20/2021 22:29,"Ini hanya kisah tentang seorang laki-laki yang memiliki hati bak malaikat, lalu hidup dengan rentetan luka. Dalam hal ini, takdir mempertemukan ia dengan seorang wanita, yang pada akhirnya tertanam kisah percintaan beda agama. #JoyMagic  https://t.co/8WNIXMVtES",['joymagic'],in,hiburan
1.44e+18,9/20/2021 22:29,@00sazara__ dan gak boleh yakin juga kalo ngerjain soal soalnya kemaren agama ngasal ngasal 87 giliran pkn yang ngisinya penuh teliti dan ngerasa udah yakin bener semua eh 70 anying ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,[],in,umum
1.44e+18,9/20/2021 22:29,@Miduk17 Mengerikan bin BAJINGAN nih. main hakim sndiri ats nama agama waloupun koruptor(penerima suap)berpangkat jenderal lgi... merasa BERMORAL ternyata AMORAL.... Masih lebih baik hidupnya MANUSIA PRIMITIF dri pada bonapaste ni,[],in,hukum
1.44e+18,9/20/2021 22:28,"@MaryanaNunung Cuma dimari aja, pakaian seperti itu di aku satu kelompok, diluar kelompok berpakaian seperti itu hati2 dituduhkan pasal penistaan agama..",[],in,umum
1.44e+18,9/20/2021 22:28,@adzman86 @anwaribrahim Tunggang agama nampak..ðŸ¤­Rukun Iman Ke-enam??? Jgn syok sendiri ye.. berjemaah le kna kencing bang non..ðŸ¤£ðŸ¤£ðŸ¤£,[],in,agama
1.44e+18,9/20/2021 22:28,"Terus agama islamnya bener2 pada kuat banget gitu, pd cantik2 lagi",[],in,umum
1.44e+18,9/20/2021 22:28,@Dennysiregar7 Preman berjubah jualan agama ujung ujungnya hanya amplop dan rekening. Ada orang dibalik panggung...? Siapa? Koruptor. ðŸ˜Ž,[],in,politik
1.44e+18,9/20/2021 22:28,"@TJumiat @Hayuningrat7 ya jelas tidak lah mas, mana ada sih agama mengajarkan hal negative.  Lihat apa yang dia katakan: Islam rahmatan lil alamin... tapi menghajar orang lain sampai babak belur.   Ibaratnya, bicara A - E yang dilakukan F - Z.. itu kompen",[],in,agama
1.44e+18,9/20/2021 22:28,@msaid_didu Kebanyakan amplop.... Komisaris kok bicara masalah agama? Ya jelas dobol !!,[],in,politik
1.44e+18,9/20/2021 22:28,Cadang nak hapus? Nak kurangkan pon tak dpt.  Menteri Agama dari mana ya?,[],in,umum
1.44e+18,9/20/2021 22:28,"@subschfess Jujur aku jurusan agama dan alhamdulilah ga terlalu byk bgt tugasnya, biasanya kalo mau gass materi utbk tu jam 3-5an trs paginya buat ikutin mapel sekola, malemnya latsol",[],in,umum
1.44e+18,9/20/2021 22:27,PENISTA yg LEBAAAYY.....PENGECUT..!   https://t.co/KECKvaIbTT  Tersangka kasus dugaan penistaan agama Muhammad Kace diduga dianiaya Irjen Napoleon yang merupakan sesama tahanan di Rutan Bareskrim. Kasus itu kini diusut.,[],in,hukum
1.44e+18,9/20/2021 22:26,Hidayah itu milik allah.. Alhamdulillah semoga istiqamah dalam agama islam sis,[],in,agama
1.44e+18,9/20/2021 22:26,"orang abis nerima suap, terus aniaya orang di penjara bawa bawa Islam sebagai pembelaan sih aneh bener. pas nerima suap, ketaatan agama Islam yang Rahmatan Lil Alamin-nya mana? udah gitu banyak yang apresiasi...",[],in,agama
1.44e+18,9/20/2021 22:25,"i dah tweet psl ni rasanya tapi nak ulang, kalau awak tanya elok2 saya boleh jawab elok2.   mungkin awak tak pernah nmpk lagi lelaki yg kata prmpn pakai cutex ni tak jaga maruah agama. yang pandang senteng, yang panggil prmpn tu pelacur, yg sibuk ibadah perempuan lain, yg kecam",[],in,umum
1.44e+18,9/20/2021 22:25,@kasanudin2006 @VIVAcoid Omong kosong. Malu nyales agama dg cara gitu klo sejarahnya aj hitam legam,[],in,umum
1.44e+18,9/20/2021 22:25,Ketika Agama Dijadikan Candu  https://t.co/tzxrLT5xB1 lewat @Pedoman Bengkulu,[],in,umum
1.44e+18,9/20/2021 22:25,â€œAd diinu yusrun.â€ (HR. Bukhari) Artinya: Agama itu mudah  #SyariahNomorSatu   .âœŠâœŠ. #1SYQ6,"['syariahnomorsatu', '1syq6']",in,agama
1.44e+18,9/20/2021 22:24,MANTAPKS......!!!!   https://t.co/YyUBZIcXbP  Tersangka kasus dugaan penistaan agama M Kace diduga dianiaya terdakwa kasus korupsi Irjen Napoleon Bonaparte. Diduga ada 3 tahanan lain bantu Irjen Napoleon.,[],in,hukum
1.44e+18,9/20/2021 22:24,@sabiynaaaalatip Alhamdulillah semoga istiqamah dengan agama islam,[],in,agama
1.44e+18,9/20/2021 22:23,"@moviemenfes Si gi-hun karakternya malaikat banget dah, lebih tolol lagi ga milih anaknya malah sosoan mau ngebongkar game sedangkan dia ikut game itu aja buat bisa ngurus anaknya.",[],in,hiburan
1.44e+18,9/20/2021 22:22,"@Dennysiregar7 Selama ini  bela agama pake  ðŸ’£,  pedang,  demo, variant baru. BELA AGAMA PAKE TA-I.   Yg belepotan sebenarnya yg mana?",[],in,agama
1.44e+18,9/20/2021 22:22,"Wes, cen paling bener mabuk susu dele ae tinimbang mabuk agama ðŸ¤£",[],in,umum
1.44e+18,9/20/2021 22:22,Yang satu agama aja gak bisa bersatu Apa lagi lo yang beda agama + virtual?,[],in,umum
1.44e+18,9/20/2021 22:22,"@RD_4WR1212 Jenderal leon sengaja mencari perhatian Seolah2 membela Agama padahal agama islam tdk mengajarkan kekerasan, sdh jelas berhadapan dgn hukum",[],in,agama
